id,barcode,toothpasteName,imageUrl,manufacturer,importer,distributor,toothpasteType,ingredients,ageGroup,labelWarnings,containsFluoride,fluorideAmountLabeled,fluorideAmount,benefits,
227,8851340381005,ยาสีฟันคอลบาเด้นท์ รุ่น สมุนไพรสกัดบริสุทธิ์,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture227.png,บริษัท สหภัณฑ์ กรุ๊ป (ประเทศไทย) จำกัด,-,-,ยาสีฟันสมุนไพร,"Water, Dicalcium Phosphate, Streblus Asper Leaf Extract, Sorbitol, Glycerin, Sodium Lauroyl Sarcosinate, Sodium Carboxymethyl Cellulose, Silica, Menthol, Hydrated Silica, Eugenia Caryophyllus Bud Oil, Sodium Benzoate, Titanium Dioxide",ไม่ระบุ,-,0,-,-,ดูแลสุขภาพเหงือก,
228,4902430918244,ยาสีฟันออรัลบี รุ่น 3D White Luxe Fresh Breath,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture228.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cocamidopropyl Betaine, Cellulose Gum, Sodium Saccharin, Carbomer, Sodium Fluoride, CI77019, CI77891, CI77492, CI174260",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1100,ทำให้ฟันขาว,
229,4902430918282,ยาสีฟันออรัลบี รุ่น 3D White Luxe Glamorous White ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture229.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, Flavor, Sodium Hydroxide, Cocamidopropyl Betaine, Cellulose Gum, Sodium Saccharin, Carbomer, Sodium Fluoride, CI77019, CI77891, CI42090",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1100,ทำให้ฟันขาว,
230,4902430918268,ยาสีฟันออรัลบี รุ่น 3D White Luxe Diamond strong ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture230.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, Disodium Pyrophosphate, Sodium Lauryl Sulfate, PEG-12, Flavor, Sodium Hydroxide, Cellulose Gum, Sodium Saccharin, Sodium Fluoride, CI77019, CI77891, CI42090",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1100,ทำให้ฟันขาว,
231,4987176123961,ยาสีฟันออรัลบี รุ่น Gum and Enamel  (สูตรป้องกันฟันผุ),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture231.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Flavor, Carrageenan, Sodium Gluconate, Stannous Chloride, Xanthan Gum, Zinc Citrate, Sodium Hydroxide, Sodium Saccharin, Sodium Fluoride, Calcium Aluminum Borosilicate, Silica, CI77891, CI42090",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1450,"ป้องกันฟันผุ, ลดการสะสมของแบคทีเรีย, ดูแลสุขภาพเหงือก",
232,4902430918213,ยาสีฟันออรัลบี รุ่น Gum and Enamel (สูตรสะอาดสดชื่น),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture232.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Gluconate, Sodium Lauryl Sulfate, Carrageenan, Flavor, Stannous Chloride, Xanthan Gum, Zinc Citrate, Sodium Hydroxide, Sodium Fluoride, Sodium Saccharin, CI74160, CI42090",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1450,"ลดการสะสมของแบคทีเรีย, ดูแลสุขภาพเหงือก",
233,4902430918237,ยาสีฟันออรัลบี รุ่น Gum and Enamel (สูตรฟันขาว),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture233.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Water, Sorbitol, Hydrated Silica, Sodium Lauryl Sulfate, Carrageenan, Sodium Gluconate, Flavor, Stannous Chloride, Xanthan Gum, Zinc Citrate, Sodium Hydroxide, Sodium Fluoride, Sodium Saccharin, CI74160, CI42090",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1450,"ทำให้ฟันขาว, ลดการสะสมของแบคทีเรีย, ดูแลสุขภาพเหงือก",
234,4987176076854,ยาสีฟันออรัลบี รุ่น 3D White Fast White (Cooling mint),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture234.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Water, PEG-6, Flavor, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Trisodium Phosphate, Sodium Saccharin, Carrageenan, Sodium Fluoride, Xanthan Gum, Titanium Oxide, Sucralose, CI77019, CI77891",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1100,"ทำให้ฟันขาว, ป้องกันฟันผุ",
235,4987176076861,ยาสีฟันออรัลบี รุ่น 3D White Fast White (Fortifying Mineral),https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture235.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล (กวางเจา) จำกัด ประเทศจีน,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Glycerin, Hydrated Silica, Sodium Hexametaphosphate, Water, PEG-6, Flavor, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Trisodium Phosphate, Sodium Saccharin, Carrageenan, Sodium Fluoride, Xanthan Gum, Sucralose, CI77891, CI77019",ไม่ระบุ,"ห้ามกลืน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,1450,"ทำให้ฟันขาว, ป้องกันฟันผุ",
236,3014260279516,ยาสีฟันออรัลบี รุ่น Stage Berry Bubble,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture236.png,บริษัท พรอคเตอร์ แอนด์ แกมเบิล แมนูแฟคเจอริ่ง จำกัด ประเทศเยอรมนี,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,"Sorbitol, Water, Hydrated Silica, Sodium Lauryl Sulfate, Trisodium Phosphate, Cellulose Gum, Flavor, Sodium Phosphate, Sodium Saccharin, Carbomer, Sodium Fluoride, Polysorbate 80, CI42090 ",อายุ 3 ปีขึ้นไป,"ห้ามกลืนกิน, เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, เด็กอายุต่ำกว่า 2 ปี ควรปรึกษาทันตแพทย์ ในกรณีที่เด็กได้รับสารฟลูออไรด์จากแหล่งอื่นด้วยให้ปรึกษาแพทย์หรือทันตแพทย์",1,1,500,ป้องกันฟันผุ,
237,,ยาสีฟันออรัลบี รุ่น Baby Disney Winnie The Pooh,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture237.png,,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,,,,1,,,,
238,,ยาสีฟันออรัลบี รุ่น Junior 6+ years,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture238.png,,บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),บริษัท พรอคเตอร์ แอนด์ แกมเบิล เทรดดิ้ง (ประเทศไทย),ยาสีฟันผสมฟลูออไรด์,,อายุ 6 ปีขึ้นไป,,1,,,,
239,8857128388013,ยาสีฟันสุข สกิน เฮิร์บ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture239.png,บริษัท เดอะวัน แล็บบอราเทอรีส์ จำกัด,-,-,ยาสีฟันสมุนไพรผสมฟลูออไรด์,"น้ำมันกานพลู, น้ำมันเปปเปอร์มิ้นต์, การบูร, พิมเสน, ข่อย, ใบฝรั่ง, มะขามป้อม, น้ำผึ้ง, สะเดา",ไม่ระบุ,ห้ามในเด็กอายุต่ำกว่า 3 ปี,1,1,1000,"ลดอาการเสียวฟัน, ลดการสะสมของแบคทีเรีย, ดูแลสุขภาพเหงือก",
240,,ยาสีฟันสแปลท รุ่น Professional Lavendersept ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture240.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปี ควรใช้ยาสีฟันปริมาณเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีความผิดปกติใดๆ เกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,,
241,4603014001061,ยาสีฟันสแปลท รุ่น Professional White Plus ,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture241.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,"Aqua, Hydrogenated Starch Hydrolysate, Hydrated Silica, Potassium Nitrate, Dicalcium Phosphate Dihydrate, PEG-8, Calcium Pyrophosphate, Pentasodium Triphosphate, Aroma, Sodium Coco-Sulfate, Cellulose Gum, Sodium Monofluorophosphate, CI77891, Sodium Lauoryl Sarcosinate, PVP, Sodium Methylparaben, Sodium Saccharin, Menthol, Papain, Limonene",อายุ 16 ปีขึ้นไป,"มีสาร Sodium Monofluorophosphate, กรณีได้รับฟลูออไรด์จากแหล่งอื่นด้วย ให้ปรึกษาแพทย์หรือทันตแพทย์, หากใช้แล้วมีความผิดปกติใดๆ เกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร, ควรเก็บที่อุณหภูมิ 0-25 องศาเซลเซียส",1,1,1000,"ทำให้ฟันขาว, ลดอาการเสียวฟัน, ไม่มีสาร SLS",
242,,ยาสีฟันสแปลท รุ่น Professional Biocalcium,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture242.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ลดอาการเสียวฟัน, ไม่มีสาร SLS",
243,4603014005878,ยาสีฟันสแปลท รุ่น Professional Sensitive,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture243.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ลดอาการเสียวฟัน, ดูแลสุขภาพเหงือก, ไม่มีสาร SLS",
244,,ยาสีฟันสแปลท รุ่น Professional Sensitive White,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture244.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ลดอาการเสียวฟัน, ไม่มีสาร SLS",
245,,ยาสีฟันสแปลท รุ่น Professional Maximum,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture245.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ลดอาการเสียวฟัน, ดูแลสุขภาพเหงือก, ไม่มีสาร SLS",
246,,ยาสีฟันสแปลท รุ่น Professional Ultracomplex,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture246.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ลดอาการเสียวฟัน, ดูแลสุขภาพเหงือก, ไม่มีสาร SLS",
247,,ยาสีฟันสแปลท รุ่น Professional Green Tea,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture247.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,,
248,,ยาสีฟันสแปลท รุ่น Professional Active,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture248.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,,อายุ 16 ปีขึ้นไป,,1,,,"ทำให้ฟันขาว, ดูแลสุขภาพเหงือก, ไม่มีสาร SLS",
249,4603014001016,ยาสีฟันสแปลท รุ่น Special Extreme White,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture249.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟันผสมฟลูออไรด์,,อายุ 16 ปีขึ้นไป,,1,,,"ทำให้ฟันขาว, ป้องกันฟันผุ",
250,4603014001856,ยาสีฟันสแปลท รุ่น Special Blackwood,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture250.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"ควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ดูแลสุขภาพเหงือก",
251,,ยาสีฟันสแปลท รุ่น Special Zero Balance,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture251.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,,
252,,ยาสีฟันสแปลท รุ่น Special Wonder White,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture252.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,"Hydrogenated Starch Hydrolysate, Hydrated Silica, Aqua, Glycerin, Calcium Pyrophosphate, Tetrasodium Pyrophosphate, Sodium Lauroyl Sarcosinate, Aroma, Cellulose Gum, Sodium Benzoate, Stevia Rebaudiana Leaf Extract, Mica, Potassium Sorbate, Limonene, Maltodextrin, Xylitol, Tocopheryl Acetate, Xanthan Gum, Menthyl Lactate, Ananas Sativus Fruit Extract, Citric Acid, Mentha Piperita Oil, Maltitol, CI 77891, Pentylene Glycol, Lysozyme, Ficin, Ocimum Basilicum Oil, Potassium Thiocyanate, Lactoferrin, Lactoperoxidase, Glycyrrhiza Glabra Root Extract, CI 14720, Glucose Pentaacetate, Glucose Oxidase.",อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,,
253,,ยาสีฟันสแปลท รุ่น Special Love,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture253.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,"Hydrogenated Starch Hydrolysate, Aqua, Hydrated Silica, Glycerin, Sodium Lauroyl Sarcosinate, Cellulose Gum, Aroma, Stevia Rebaudiana Leaf Extract, Menthol,  Sodium Benzoate, Dipotassium Glycyrrhizate, Sodium Bicarbonate, Potassium Sorbate, Xanthan Gum, Methyl Lactate, Butylene Glycol, Calcium Aluminum Borosilicate, CI75470, CI77891, Lysozyme, Silica, Zea Mays Starch, Potassium Hydroxide, Perilla Ocymoides Seed Extract, Tin Oxide, Xanthophyll, Ascorbyl Palmitate, Tocopherol",อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,"ทำให้ฟันขาว, ดูแลสุขภาพเหงือก, ไม่มีสาร SLS",
254,,ยาสีฟันสแปลท รุ่น Special Silver,https://raw.githubusercontent.com/dental-anamai/toothpaste-anamai/e216355abfa785c574b00a9555cdc9802969e938/public/toothpaste-images/Picture254.png,"Organic Pharmaceuticals Llc. Company, Russia",บริษัท คาร์มาร์ท จำกัด (มหาชน),บริษัท คาร์มาร์ท จำกัด (มหาชน),ยาสีฟัน,,อายุ 16 ปีขึ้นไป,"เด็กอายุต่ำกว่า 6 ปีควรใช้ปริมาณยาสีฟันเท่าเมล็ดถั่วเขียวและมีผู้ใหญ่ดูแลขณะแปรงฟัน, หากใช้แล้วมีอาการผิดปกติใดๆเกิดขึ้น ต้องหยุดใช้และปรึกษาแพทย์หรือเภสัชกร",0,-,-,,
